case_id,u_par,C_rate,SOC
8012,1.405,0.916,0.693
8013,3.26,1.842,0.091
8014,27.262,3.64,0.636
8015,25.105,2.964,0.902
8016,18.156,0.41,0.175
8017,20.004,0.496,0.143
8018,25.893,0.798,0.651
8019,21.827,2.106,0.014
8020,5.489,4.432,0.733
8021,14.698,0.675,0.616
8022,3.594,0.086,0.027
8023,15.966,2.206,0.548
8024,3.01,3.55,0.223
8025,6.978,0.863,0.086
8026,16.859,1.939,0.473
8027,9.542,2.955,0.907
8028,29.274,2.736,0.611
8029,18.979,2.978,0.741
8030,20.101,0.825,0.696
8031,13.424,2.827,0.904
8032,6.614,0.285,0.438
8033,19.959,1.29,0.961
8034,15.056,3.568,0.118
8035,20.516,2.468,0.977
8036,8.708,4.128,0.164
8037,9.354,3.403,0.634
8038,3.645,4.335,0.689
8039,3.69,1.387,0.941
8040,27.2,2.384,0.556
8041,22.825,1.957,0.24
8042,20.952,4.853,0.127
8043,13.682,2.578,0.88
8044,21.886,2.655,0.304
8045,13.155,0.11,0.688
8046,15.543,2.662,0.143
8047,21.365,1.531,0.695
8048,19.646,3.717,0.908
8049,27.394,0.829,0.673
8050,6.461,1.044,0.625
8051,20.877,1.733,0.633
8052,6.685,2.971,0.148
8053,19.572,3.504,0.6
8054,5.578,3.573,0.045
8055,26.257,4.508,0.344
8056,16.597,1.227,0.385
8057,28.03,2.874,0.195
8058,24.538,4.498,0.438
8059,6.302,4.616,0.527
8060,8.851,2.963,0.176
8061,21.035,2.363,0.083
8062,17.525,1.558,0.56
8063,14.85,4.986,0.082
8064,22.86,0.485,0.283
8065,7.76,4.519,0.975
8066,16.028,1.664,0.605
8067,13.016,1.432,0.851
8068,23.932,3.83,0.792
8069,16.399,1.255,0.593
8070,22.586,3.456,0.553
8071,20.054,2.526,0.725
8072,29.484,3.512,0.433
8073,1.532,2.813,0.412
8074,9.131,4.29,0.816
8075,8.116,1.565,0.088
8076,18.81,2.277,0.487
8077,26.942,3.263,0.726
8078,26.337,1.921,0.089
8079,28.371,4.103,0.782
8080,18.916,4.822,0.868
8081,5.48,0.672,0.626
8082,18.205,3.759,0.265
8083,1.993,1.783,0.708
8084,11.075,2.186,0.944
8085,8.583,3.635,0.573
8086,24.571,4.013,0.486
8087,6.203,3.315,0.007
8088,17.044,4.668,0.736
8089,16.76,1.764,0.441
8090,7.945,2.31,0.257
8091,25.34,0.222,0.408
8092,29.66,0.734,0.299
8093,13.897,0.532,0.674
8094,9.052,3.07,0.884
8095,12.726,0.246,0.963
8096,7.841,4.233,0.523
8097,5.501,3.423,0.299
8098,4.444,0.106,0.74
8099,10.537,1.209,0.943
8100,7.532,4.59,0.812
8101,2.795,4.616,0.986
8102,25.584,4.868,0.748
8103,27.004,2.779,0.827
8104,15.723,4.259,0.4
8105,18.802,2.896,0.534
8106,4.337,1.961,0.217
8107,0.484,4.241,0.631
8108,9.805,0.157,0.849
8109,27.751,1.548,0.899
8110,25.901,2.863,0.895
8111,11.764,1.259,0.96
8112,16.271,0.617,0.608
8113,4.528,3.124,0.255
8114,6.074,4.132,0.411
8115,11.464,0.843,0.707
8116,15.166,2.999,0.532
8117,28.093,4.877,0.067
8118,6.788,0.526,0.061
8119,1.282,1.661,0.184
8120,18.468,0.421,0.845
8121,7.723,0.113,0.214
8122,24.481,0.431,0.684
8123,3.851,4.171,0.888
8124,3.837,3.274,0.938
8125,27.021,4.275,0.8
8126,7.16,4.929,0.629
8127,13.185,2.585,0.548
8128,4.897,3.887,0.3
8129,24.73,0.031,0.626
8130,29.703,1.34,0.665
8131,23.901,3.391,0.928
8132,29.665,3.996,0.321
8133,3.513,0.711,0.794
8134,26.709,2.148,0.735
8135,1.83,4.373,0.278
8136,15.387,4.795,0.87
8137,16.404,4.704,0.867
8138,18.506,3.628,0.7
8139,0.655,3.796,0.852
8140,15.379,4.378,0.027
8141,8.617,4.719,0.895
8142,20.625,2.219,0.415
8143,5.707,2.397,0.563
8144,5.51,4.395,0.007
8145,15.698,2.333,0.44
8146,17.394,3.377,0.268
8147,14.867,3.103,0.9
8148,24.412,1.745,0.775
8149,22.051,3.038,0.692
8150,14.877,0.827,0.866
8151,1.017,1.779,0.819
8152,3.025,0.931,0.087
8153,19.006,1.919,0.797
8154,0.021,4.84,0.769
8155,14.996,4.12,0.627
8156,14.104,1.642,0.342
8157,5.068,0.877,0.499
8158,15.795,1.597,0.844
8159,20.839,0.099,0.693
8160,18.005,3.073,0.776
8161,0.701,3.197,0.86
8162,16.806,2.108,0.175
8163,24.06,3.856,0.072
8164,13.13,4.251,0.585
8165,1.608,3.779,0.102
8166,5.417,4.111,0.859
8167,10.462,2.362,0.293
8168,22.373,4.096,0.534
8169,21.209,1.65,0.289
8170,6.478,2.153,0.397
8171,9.755,1.332,0.821
8172,5.943,0.981,0.304
8173,27.398,2.511,0.711
8174,6.272,2.89,0.219
8175,11.239,1.463,0.976
8176,10.058,4.068,0.133
8177,20.389,3.755,0.921
8178,25.866,4.677,0.989
8179,19.762,2.202,0.076
8180,5.748,3.224,0.413
8181,9.955,0.603,0.454
8182,15.778,0.169,0.839
8183,14.748,1.121,0.78
8184,27.163,3.72,0.882
8185,20.537,1.936,0.351
8186,8.7,0.279,0.131
8187,7.798,4.142,0.319
8188,24.645,0.417,0.878
8189,9.434,1.448,0.13
8190,24.392,4.771,0.915
8191,27.229,1.803,0.616
8192,25.045,3.456,0.821
8193,1.472,4.722,0.201
8194,27.805,1.845,0.194
8195,5.317,2.881,0.379
8196,2.401,4.594,0.368
8197,11.078,1.466,0.201
8198,14.827,2.367,0.152
8199,6.077,1.057,0.253
8200,6.679,3.09,0.538
8201,6.321,2.235,0.352
8202,1.675,2.135,0.218
8203,4.835,2.823,0.989
8204,8.667,1.247,0.16
8205,22.595,1.366,0.91
8206,27.323,4.064,0.124
8207,15.894,4.04,0.732
8208,26.77,0.423,0.703
8209,6.144,1.102,0.831
8210,0.994,4.917,0.123
8211,28.883,0.805,0.639
8212,25.184,4.62,0.72
8213,23.92,0.906,0.898
8214,20.738,3.222,0.441
8215,14.362,0.347,0.45
8216,6.138,4.846,0.304
8217,18.625,2.642,0.79
8218,17.794,1.83,0.403
8219,14.95,1.619,0.513
8220,16.374,1.123,0.114
8221,24.008,2.308,0.87
8222,25.741,3.678,0.8
8223,2.166,0.348,0.597
8224,18.918,2.458,0.878
8225,6.212,3.078,0.602
8226,18.264,0.852,0.7
8227,11.655,0.657,0.344
8228,16.242,2.758,0.886
8229,27.77,1.713,0.714
8230,4.425,4.573,0.097
8231,0.488,3.29,0.158
8232,27.081,1.721,0.923
8233,9.738,2.489,0.278
8234,14.961,4.154,0.681
8235,22.654,4.604,0.043
8236,23.253,3.537,0.298
8237,27.409,2.786,0.721
8238,22.761,4.311,0.742
8239,8.467,0.409,0.288
8240,19.686,3.321,0.346
8241,6.711,4.227,0.287
8242,29.761,2.632,0.946
8243,10.08,1.293,0.31
8244,6.841,4.599,0.169
8245,23.001,1.059,0.724
8246,24.335,2.642,0.348
8247,18.483,1.232,0.64
8248,27.556,3.448,0.751
8249,28.426,3.907,0.421
8250,8.861,3.352,0.093
8251,12.367,4.762,0.442
8252,19.637,3.581,0.078
8253,21.308,0.404,0.02
8254,20.334,4.497,0.859
8255,0.593,4.792,0.681
8256,28.412,1.743,0.271
8257,23.741,4.247,0.542
8258,8.055,2.228,0.285
8259,26.193,2.1,0.752
8260,27.222,0.634,0.16
8261,15.694,2.055,0.292
8262,24.53,2.425,0.851
8263,16.96,1.678,0.069
8264,7.254,0.396,0.17
8265,1.631,4.313,0.676
8266,27.964,3.434,0.588
8267,11.484,2.244,0.983
8268,6.491,2.944,0.688
8269,22.34,4.982,0.505
8270,8.179,2.949,0.944
8271,18.112,0.085,0.741
8272,3.701,4.037,0.016
8273,13.309,1.616,0.502
8274,27.763,1.401,0.508
8275,15.328,2.966,0.621
8276,29.038,2.266,0.827
8277,18.806,2.881,0.071
8278,15.844,0.339,0.968
8279,0.24,1.411,0.863
8280,12.928,4.255,0.128
8281,0.012,3.983,0.731
8282,21.637,2.507,0.71
8283,2.808,2.125,0.096
8284,24.844,2.253,0.047
8285,4.841,0.432,0.577
8286,25.45,1.489,0.97
8287,27.288,2.404,0.769
8288,10.013,4.992,0.817
8289,11.28,4.325,0.236
8290,16.041,1.068,0.279
8291,5.109,3.208,0.874
8292,23.631,2.225,0.212
8293,7.965,0.033,0.305
8294,11.911,2.036,0.935
8295,26.906,4.519,0.094
8296,5.793,3.129,0.348
8297,17.901,2.655,0.476
8298,20.956,1.267,0.503
8299,22.273,2.622,0.324
8300,23.414,1.976,0.02
8301,5.973,0.188,0.093
8302,11.835,1.023,0.339
8303,20.118,0.768,0.283
8304,12.165,1.72,0.676
8305,9.06,4.985,0.21
8306,14.557,3.774,0.468
8307,6.586,1.083,0.35
8308,10.938,1.624,0.517
8309,14.158,1.413,0.27
8310,7.375,4.766,0.643
8311,16.953,3.954,0.678
8312,18.265,2.289,0.063
8313,2.045,3.724,0.074
8314,10.033,4.092,0.467
8315,14.54,0.429,0.159
8316,26.16,1.041,0.948
8317,12.848,2.026,0.871
8318,26.015,3.569,0.909
8319,0.763,3.413,0.359
8320,15.854,0.072,0.885
8321,11.565,4.366,0.286
8322,1.332,3.775,0.406
8323,18.911,4.828,0.718
8324,21.424,4.75,0.817
8325,9.202,1.723,0.63
8326,6.237,1.431,0.107
8327,8.563,0.061,0.276
8328,24.411,4.664,0.083
8329,18.007,1.126,0.635
8330,20.717,1.045,0.281
8331,27.686,0.819,0.772
8332,16.856,4.396,0.062
8333,18.835,4.264,0.828
8334,17.702,3.3,0.758
8335,26.646,1.219,0.783
8336,25.009,2.442,0.23
8337,29.799,3.17,0.767
8338,18.394,1.161,0.759
8339,10.138,0.655,0.798
8340,24.368,1.223,0.008
8341,8.932,4.922,0.197
8342,7.179,3.293,0.401
8343,20.462,2.378,0.657
8344,25.804,1.951,0.809
8345,24.663,2.523,0.559
8346,10.293,2.689,0.886
8347,22.038,1.947,0.427
8348,26.917,0.812,0.054
8349,4.208,1.296,0.665
8350,13.282,3.815,0.503
8351,23.247,2.674,0.247
8352,20.54,4.262,0.335
8353,15.352,1.997,0.632
8354,11.583,4.85,0.29
8355,24.61,2.079,0.035
8356,11.108,1.998,0.502
8357,19.443,0.994,0.951
8358,10.958,0.218,0.551
8359,2.185,1.766,0.032
8360,15.526,4.76,0.987
8361,24.169,3.857,0.486
8362,1.226,0.588,0.393
8363,1.478,2.857,0.957
8364,24.542,2.731,0.898
8365,17.859,0.244,0.849
8366,10.885,1.152,0.114
8367,25.116,4.626,0.082
8368,29.321,4.83,0.922
8369,29.051,4.592,0.098
8370,29.21,3.322,0.963
8371,26.769,1.934,0.711
8372,5.006,3.821,0.651
8373,2.331,3.626,0.701
8374,2.753,3.111,0.264
8375,10.687,2.378,0.427
8376,14.071,1.321,0.406
8377,10.652,2.091,0.216
8378,7.394,1.754,0.45
8379,19.716,0.739,0.954
8380,21.745,0.599,0.372
8381,23.343,3.579,0.76
8382,5.925,2.947,0.432
8383,29.46,3.093,0.92
8384,16.045,0.467,0.119
8385,15.467,4.887,0.015
8386,8.224,4.431,0.193
8387,10.64,2.03,0.733
8388,17.039,1.878,0.955
8389,27.713,1.458,0.54
8390,13.306,2.384,0.404
8391,13.365,4.507,0.166
8392,20.164,0.719,0.623
8393,5.155,3.843,0.178
8394,24.202,0.407,0.085
8395,23.975,2.831,0.006
8396,28.586,1.199,0.994
8397,16.609,4.847,0.342
8398,3.725,1.655,0.618
8399,10.054,2.175,0.512
8400,5.306,0.948,0.643
8401,15.164,1.511,0.609
8402,27.905,1.55,0.215
8403,4.036,2.855,0.173
8404,7.545,2.051,0.048
8405,27.941,1.859,0.556
8406,14.542,1.595,0.165
8407,12.076,0.87,0.766
8408,25.594,4.731,0.792
8409,2.95,0.127,0.784
8410,29.578,2.613,0.94
8411,1.588,3.444,0.106
8412,1.797,2.036,0.459
8413,23.773,3.178,0.568
8414,24.543,4.017,0.707
8415,2.404,3.922,0.035
8416,9.94,2.795,0.558
8417,4.257,0.003,0.231
8418,19.614,0.361,0.033
8419,17.179,1.334,0.809
8420,5.802,3.642,0.338
8421,23.28,0.196,0.345
8422,0.323,2.179,0.063
8423,29.557,1.829,0.448
8424,28.25,3.053,0.538
8425,27.983,1.758,0.333
8426,1.095,2.355,0.774
8427,21.563,4.158,0.922
8428,19.639,4.605,0.575
8429,0.216,4.839,0.113
8430,1.061,2.14,0.574
8431,0.082,1.301,0.511
8432,26.414,2.513,0.363
8433,20.175,2.371,0.16
8434,11.204,1.376,0.285
8435,13.883,3.132,0.19
8436,4.947,4.288,0.259
8437,13.034,4.385,0.609
8438,15.153,3.73,0.998
8439,21.929,0.069,0.261
8440,1.529,3.945,0.2
8441,0.459,3.254,0.667
8442,19.748,3.33,0.526
8443,17.443,1.879,0.38
8444,9.576,2.021,0.168
8445,23.912,0.068,0.51
8446,6.967,2.789,0.562
8447,7.564,1.512,0.699
8448,15.002,1.291,0.658
8449,24.947,1.335,0.548
8450,28.171,0.946,0.623
8451,8.872,2.547,0.006
8452,12.486,4.586,0.289
8453,1.325,0.659,0.507
8454,17.922,0.928,0.499
8455,2.21,4.001,0.118
8456,8.669,4.316,0.356
8457,20.528,3.164,0.201
8458,22.803,0.824,0.86
8459,0.671,4.123,0.914
8460,4.905,4.117,0.018
8461,10.592,3.404,0.904
8462,4.471,2.275,0.547
8463,8.002,3.578,0.814
8464,18.878,2.372,0.206
8465,15.148,2.395,0.422
8466,0.698,2.626,0.041
8467,7.119,1.836,0.878
8468,3.118,3.151,0.627
8469,27.638,3.73,0.843
8470,28.864,1.109,0.892
8471,14.181,0.784,0.08
8472,17.883,4.716,0.119
8473,3.06,4.281,0.036
8474,4.974,1.931,0.088
8475,0.16,0.846,0.287
8476,4.719,3.386,0.116
8477,12.784,2.265,0.331
8478,2.43,1.775,0.88
8479,22.812,3.985,0.518
8480,25.138,0.689,0.39
8481,8.721,2.046,0.249
8482,25.891,1.422,0.513
8483,11.845,2.789,0.663
8484,21.302,1.515,0.839
8485,11.112,2.176,0.727
8486,22.302,4.055,0.93
8487,27.31,1.241,0.485
8488,6.506,2.494,0.802
8489,19.737,1.659,0.799
8490,2.113,1.799,0.664
8491,4.283,0.562,0.233
8492,15.952,3.316,0.334
8493,20.135,0.181,0.828
8494,23.935,2.58,0.808
8495,12.52,4.946,0.633
8496,15.585,1.129,0.851
8497,11.45,1.807,0.246
8498,26.346,3.735,0.37
8499,15.026,2.888,0.2
8500,2.598,0.295,0.227
8501,17.078,0.58,0.576
8502,5.199,4.788,0.475
8503,24.111,4.74,0.37
8504,10.771,4.995,0.762
8505,19.34,0.596,0.419
8506,9.978,3.719,0.375
8507,4.525,4.484,0.787
8508,7.877,4.028,0.488
8509,25.865,3.535,0.186
8510,26.82,1.003,0.199
8511,24.127,1.103,0.006
8512,24.674,2.691,0.663
8513,19.199,2.114,0.769
8514,12.179,2.166,0.644
8515,8.385,0.939,0.525
8516,2.657,2.565,0.287
8517,29.817,1.401,0.795
8518,1.666,4.299,0.516
8519,2.985,1.055,0.706
8520,22.521,0.251,0.715
8521,10.141,3.951,0.674
8522,21.005,0.269,0.001
8523,16.605,2.5,0.204
8524,6.797,0.303,0.585
8525,9.091,4.928,0.005
8526,16.445,4.485,0.426
8527,19.522,4.335,0.966
8528,23.632,2.773,0.212
8529,16.807,3.771,0.845
8530,12.417,1.227,0.134
8531,19.918,4.772,0.51
8532,21.586,3.904,0.272
8533,1.075,0.152,0.84
8534,29.423,4.425,0.314
8535,4.771,3.485,0.54
8536,11.271,2.993,0.166
8537,8.408,2.882,0.535
8538,12.378,2.035,0.866
8539,23.875,4.062,0.908
8540,2.711,3.281,0.399
8541,22.688,3.425,0.269
8542,26.573,3.089,0.793
8543,2.471,3.138,0.844
8544,25.968,2.414,0.786
8545,11.505,0.589,0.398
8546,7.527,2.596,0.835
8547,17.012,2.965,0.694
8548,24.458,3.031,0.457
8549,11.263,0.928,0.64
8550,28.187,4.997,0.908
8551,23.033,3.378,0.761
8552,16.011,0.24,0.808
8553,3.251,3.595,0.845
8554,25.906,1.386,0.253
8555,25.955,3.96,0.24
8556,10.951,4.618,0.464
8557,5.347,3.125,0.036
8558,15.109,4.078,0.108
8559,4.988,0.42,0.642
8560,29.957,2.756,0.106
8561,3.223,4.53,0.573
8562,18.634,0.264,0.017
8563,16.286,0.046,0.186
8564,17.972,3.428,0.104
8565,22.957,0.328,0.098
8566,10.118,0.126,0.282
8567,6.452,0.395,0.32
8568,4.028,2.249,0.823
8569,0.112,2.187,0.804
8570,12.755,2.772,0.019
8571,26.466,3.916,0.006
8572,10.546,1.851,0.888
8573,11.137,2.749,0.887
8574,9.379,2.483,0.676
8575,22.64,2.785,0.671
8576,10.824,3.822,0.899
8577,0.482,1.706,0.354
8578,20.777,4.793,0.701
8579,26.966,4.288,0.463
8580,9.998,0.584,0.057
8581,16.19,0.563,0.495
8582,27.073,0.136,0.711
8583,23.767,3.26,0.645
8584,28.95,0.852,0.646
8585,12.482,2.117,0.727
8586,4.188,0.448,0.505
8587,15.711,3.28,0.341
8588,26.775,2.39,0.163
8589,22.45,4.679,0.718
8590,12.795,2.414,0.015
8591,24.045,1.195,0.244
8592,11.679,1.457,0.53
8593,10.735,1.19,0.541
8594,18.669,0.048,0.029
8595,7.476,2.008,0.979
8596,2.189,3.81,0.184
8597,12.557,4.595,0.41
8598,13.923,1.107,0.234
8599,12.57,4.661,0.11
8600,7.33,3.611,0.474
8601,17.855,3.493,0.896
8602,20.262,1.699,0.733
8603,11.255,1.959,0.426
8604,7.972,1.919,0.724
8605,25.731,2.085,0.951
8606,27.939,4.287,0.553
8607,23.882,0.723,0.681
8608,0.609,2.611,0.616
8609,24.882,0.957,0.2
8610,10.435,3.757,0.644
8611,15.062,2.474,0.274
8612,12.256,4.837,0.276
8613,7.163,3.382,0.482
8614,12.502,3.707,0.057
8615,3.676,1.945,0.595
8616,1.361,3.109,0.69
8617,16.199,4.522,0.482
8618,20.553,0.301,0.204
8619,27.467,3.75,0.709
8620,6.548,3.241,0.875
8621,13.121,1.209,0.116
8622,25.924,2.145,0.288
8623,10.562,0.842,0.862
8624,8.748,2.837,0.082
8625,16.473,0.673,0.239
8626,27.945,3.299,0.236
8627,29.269,4.638,0.184
8628,28.252,2.582,0.135
8629,2.107,1.953,0.664
8630,10.205,1.709,0.388
8631,3.422,3.925,0.872
8632,27.379,4.007,0.356
8633,26.212,2.908,0.363
8634,14.425,0.142,0.865
8635,28.728,4.232,0.981
8636,29.373,1.366,0.975
8637,18.786,2.172,0.733
8638,24.088,0.449,0.454
8639,26.331,3.329,0.941
8640,13.767,3.497,0.783
8641,15.723,1.299,0.019
8642,9.642,0.716,0.557
8643,18.119,4.206,0.456
8644,8.187,2.877,0.339
8645,13.874,0.859,0.04
8646,12.289,0.976,0.424
8647,19.499,0.195,0.187
8648,8.744,0.985,0.617
8649,20.899,2.558,0.547
8650,6.617,2.193,0.193
8651,29.201,4.577,0.782
8652,6.108,4.589,0.981
8653,7.542,3.696,0.378
8654,5.647,1.064,0.699
8655,10.49,2.876,0.929
8656,9.723,3.885,0.702
8657,26.935,4.446,0.699
8658,10.635,0.109,0.659
8659,8.62,4.113,0.253
8660,15.342,4.044,0.084
8661,27.628,4.351,0.481
8662,13.345,4.936,0.273
8663,2.833,1.32,0.649
8664,12.096,4.656,0.931
8665,2.294,3.537,0.614
8666,9.5,3.219,0.796
8667,4.666,1.506,0.468
8668,16.301,1.58,0.267
8669,4.055,2.194,0.515
8670,29.42,1.251,0.997
8671,2.918,2.791,0.362
8672,18.711,1.028,0.207
8673,4.461,0.958,0.387
8674,19.887,4.646,0.679
8675,20.123,2.717,0.109
8676,23.812,0.864,0.033
8677,13.576,4.084,0.44
8678,11.843,1.257,0.165
8679,19.856,4.873,0.818
8680,2.068,3.883,0.122
8681,21.083,4.93,0.433
8682,27.99,0.995,0.026
8683,24.237,3.903,0.87
8684,29.297,4.492,0.08
8685,3.509,0.667,0.87
8686,27.893,0.51,0.125
8687,19.144,0.887,0.57
8688,8.062,4.169,0.922
8689,12.469,0.746,0.848
8690,5.572,4.225,0.341
8691,19.728,4.305,0.596
8692,19.355,4.799,0.221
8693,17.652,4.213,0.068
8694,24.739,4.566,0.834
8695,8.357,2.304,0.479
8696,11.182,0.433,0.397
8697,17.266,1.908,0.939
8698,26.881,1.913,0.403
8699,12.981,3.097,0.47
8700,21.212,2.144,0.996
8701,2.009,3.881,0.475
8702,19.448,1.392,0.312
8703,15.457,2.084,0.307
8704,16.147,2.81,0.656
8705,29.213,2.603,0.732
8706,19.386,3.822,0.731
8707,0.793,3.553,0.154
8708,29.876,4.496,0.977
8709,19.051,4.372,0.116
8710,12.457,1.688,0.106
8711,14.895,0.611,0.866
8712,16.492,1.748,0.734
8713,11.916,0.569,0.595
8714,15.307,0.821,0.483
8715,1.546,3.204,0.289
8716,25.426,0.514,0.153
8717,6.0,3.606,0.151
8718,29.199,2.018,0.014
8719,29.942,2.54,0.416
8720,27.898,0.508,0.975
8721,4.474,4.691,0.24
8722,17.729,1.097,0.343
8723,7.011,3.199,0.403
8724,13.521,2.598,0.906
8725,20.133,3.146,0.568
8726,28.198,4.572,0.092
8727,29.812,0.131,0.69
8728,27.006,0.8,0.09
8729,24.168,3.013,0.179
8730,3.698,3.899,0.79
8731,14.393,0.129,0.699
8732,17.617,4.486,0.228
8733,16.955,4.088,0.344
8734,21.717,1.372,0.593
8735,1.761,2.76,0.829
8736,14.603,4.466,0.103
8737,28.67,1.632,0.994
8738,24.743,1.45,0.825
8739,1.274,2.683,0.909
8740,29.244,3.539,0.858
8741,20.907,0.095,0.01
8742,4.683,3.976,0.565
8743,2.275,4.012,0.761
8744,22.971,0.94,0.265
8745,24.299,2.566,0.823
8746,24.949,1.671,0.062
8747,20.781,4.493,0.729
8748,1.513,3.583,0.349
8749,8.776,0.231,0.045
8750,9.923,1.245,0.063
8751,14.468,4.302,0.392
8752,19.644,1.238,0.806
8753,8.786,1.449,0.889
8754,0.926,4.765,0.402
8755,19.184,0.849,0.258
8756,27.512,1.848,0.964
8757,24.505,4.029,0.672
8758,4.017,2.815,0.995
8759,15.265,3.351,0.366
8760,23.719,3.784,0.686
8761,8.788,1.635,0.951
8762,29.154,4.57,0.536
8763,21.8,4.104,0.333
8764,14.188,2.523,0.196
8765,11.723,0.885,0.215
8766,7.552,3.476,0.643
8767,20.866,1.868,0.531
8768,3.788,0.576,0.713
8769,17.37,3.532,0.552
8770,2.504,4.219,0.659
8771,6.861,4.106,0.432
8772,1.142,0.97,0.195
8773,7.132,1.007,0.324
8774,23.512,4.841,0.796
8775,0.931,1.627,0.922
8776,22.854,2.517,0.294
8777,2.926,3.365,0.615
8778,16.068,0.166,0.822
8779,10.182,1.967,0.437
8780,8.313,4.598,0.22
8781,6.134,2.075,0.577
8782,10.398,4.799,0.154
8783,0.572,0.66,0.717
8784,17.927,4.007,0.197
8785,19.834,1.182,0.596
8786,28.662,4.537,0.006
8787,1.732,4.642,0.707
8788,27.365,0.171,0.499
8789,3.577,2.013,0.255
8790,1.927,3.463,0.537
8791,10.344,2.672,0.936
8792,26.049,2.449,0.46
8793,6.088,0.252,0.018
8794,11.32,3.546,0.385
8795,10.395,1.781,0.755
8796,23.848,1.825,0.444
8797,25.325,3.065,0.335
8798,3.372,2.892,0.809
8799,10.6,3.446,0.502
8800,20.096,3.37,0.292
8801,29.969,2.3,0.162
8802,10.604,0.211,0.936
8803,23.736,3.732,0.704
8804,0.512,0.807,0.271
8805,19.838,3.088,0.8
8806,10.89,4.652,0.069
8807,21.5,4.738,0.316
8808,19.364,2.699,0.045
8809,5.076,3.684,0.252
8810,22.652,4.435,0.115
8811,15.031,4.134,0.579
8812,27.018,1.823,0.863
8813,8.767,0.799,0.436
8814,29.166,3.634,0.281
8815,0.719,1.159,0.806
8816,3.483,4.726,0.578
8817,12.2,2.897,0.016
8818,5.727,2.314,0.716
8819,21.984,4.322,0.322
8820,10.061,4.693,0.244
8821,6.719,2.88,0.967
8822,11.174,1.898,0.215
8823,20.667,3.471,0.869
8824,17.32,4.563,0.34
8825,26.736,2.405,0.942
8826,13.149,2.752,0.36
8827,4.917,0.832,0.706
8828,20.761,1.233,0.752
8829,19.733,2.152,0.815
8830,27.739,2.902,0.266
8831,29.217,0.881,0.806
8832,16.477,4.781,0.702
8833,2.099,2.349,0.845
8834,12.892,3.777,0.887
8835,7.558,3.14,0.175
8836,18.867,0.487,0.792
8837,13.428,0.995,0.654
8838,14.718,2.332,0.121
8839,23.31,4.73,0.472
8840,5.308,2.42,0.436
8841,18.887,0.612,0.941
8842,27.571,3.2,0.458
8843,7.114,3.43,0.108
8844,25.211,3.858,0.026
8845,6.729,3.212,0.789
8846,15.71,4.052,0.956
8847,29.751,0.802,0.948
8848,29.923,2.754,0.53
8849,7.791,3.398,0.971
8850,15.994,1.14,0.87
8851,20.974,1.198,0.383
8852,18.11,2.896,0.983
8853,5.829,3.061,0.461
8854,11.711,4.202,0.914
8855,24.67,2.444,0.781
8856,11.85,0.728,0.289
8857,9.911,3.773,0.663
8858,27.103,3.058,0.273
8859,2.787,2.763,0.27
8860,14.76,1.909,0.033
8861,11.964,4.504,0.195
8862,8.333,2.543,0.41
8863,29.723,1.952,0.889
8864,15.498,2.867,0.709
8865,8.877,4.193,0.331
8866,8.865,3.159,0.542
8867,1.39,4.186,0.141
8868,25.099,1.921,0.915
8869,6.223,1.981,0.831
8870,16.865,2.856,0.934
8871,7.326,2.015,0.437
8872,11.628,1.734,0.3
8873,24.582,0.516,0.34
8874,19.333,3.755,0.371
8875,24.834,0.557,0.147
8876,21.215,3.975,0.986
8877,12.086,3.504,0.463
8878,7.458,1.368,0.694
8879,23.486,3.21,0.932
8880,1.584,4.073,0.94
8881,12.789,0.983,0.134
8882,19.968,3.935,0.047
8883,10.257,1.602,0.89
8884,22.054,3.846,0.224
8885,7.755,4.931,0.452
8886,15.241,2.59,0.913
8887,7.743,0.123,0.404
8888,4.674,3.448,0.912
8889,24.717,4.568,0.749
8890,10.898,4.123,0.26
8891,23.951,0.641,0.445
8892,5.649,4.78,0.774
8893,25.988,1.724,0.744
8894,16.312,3.842,0.063
8895,14.531,2.004,0.441
8896,5.282,4.469,0.243
8897,20.437,3.895,0.913
8898,14.176,0.13,0.06
8899,15.225,3.873,0.772
8900,11.016,4.119,0.66
8901,28.947,0.196,0.923
8902,2.035,3.308,0.964
8903,14.696,0.723,0.274
8904,10.126,1.016,0.194
8905,28.564,3.593,0.971
8906,17.382,2.385,0.243
8907,17.124,0.654,0.207
8908,9.27,3.79,0.178
8909,21.703,1.528,0.371
8910,22.989,3.373,0.19
8911,23.929,4.541,0.327
8912,23.143,1.799,0.871
8913,8.049,0.438,0.854
8914,21.076,2.767,0.316
8915,6.973,1.508,0.146
8916,26.026,1.286,0.328
8917,5.143,0.455,0.029
8918,17.124,0.673,0.699
8919,26.265,1.305,0.213
8920,9.981,0.637,0.762
8921,0.217,2.68,0.711
8922,27.617,1.115,0.188
8923,10.12,3.966,0.443
8924,27.606,4.8,0.254
8925,11.659,1.671,0.884
8926,25.933,4.674,0.436
8927,15.503,1.065,0.252
8928,26.926,3.278,0.499
8929,16.581,4.449,0.095
8930,12.206,3.58,0.628
8931,1.447,3.464,0.73
8932,12.0,2.452,0.271
8933,29.82,4.588,0.02
8934,18.782,3.665,0.089
8935,17.374,3.662,0.059
8936,5.382,4.468,0.33
8937,13.494,1.047,0.556
8938,11.74,4.868,0.166
8939,14.474,2.906,0.346
8940,26.725,2.058,0.617
8941,2.594,1.808,0.642
8942,13.809,1.879,0.017
8943,7.54,2.698,0.828
