case_id,u_par,C_rate,SOC
7665,17.254,3.455,0.058
7666,19.547,2.949,0.703
7667,21.738,1.589,0.584
7668,27.48,3.322,0.053
7669,29.826,2.905,0.873
7670,24.237,4.824,0.557
7671,19.358,0.818,0.814
7672,24.912,4.205,0.616
7673,23.532,3.724,0.267
7674,12.183,3.653,0.322
7675,1.831,3.471,0.165
7676,18.975,2.483,0.146
7677,14.214,3.223,0.013
7678,12.544,1.071,0.028
7679,4.966,1.58,0.919
7680,6.292,4.554,0.883
7681,16.125,3.044,0.513
7682,20.548,3.494,0.744
7683,8.356,2.24,0.297
7684,26.559,3.364,0.735
7685,0.292,3.42,0.763
7686,16.983,1.777,0.964
7687,18.967,3.085,0.295
7688,20.838,4.006,0.315
7689,6.958,4.911,0.598
7690,14.313,1.821,0.937
7691,23.875,2.968,0.958
7692,7.145,3.115,0.058
7693,2.61,3.743,0.486
7694,27.044,1.056,0.771
7695,24.685,3.309,0.869
7696,5.795,2.341,0.575
7697,1.872,1.474,0.354
7698,16.058,2.965,0.817
7699,20.666,1.929,0.58
7700,13.963,3.212,0.171
7701,29.3,1.819,0.179
7702,19.184,4.893,0.27
7703,5.024,1.107,0.547
7704,2.87,0.848,0.067
7705,19.235,3.873,0.407
7706,20.144,1.184,0.827
7707,14.257,2.465,0.879
7708,6.37,4.494,0.977
7709,2.689,2.891,0.006
7710,5.667,1.43,0.896
7711,6.944,4.543,0.048
7712,5.353,3.339,0.907
7713,13.06,2.639,0.567
7714,4.007,4.992,0.1
7715,24.18,1.65,0.465
7716,17.169,4.412,0.403
7717,10.844,0.633,0.418
7718,10.354,2.682,0.245
7719,19.548,4.971,0.715
7720,6.084,2.726,0.55
7721,27.749,4.231,0.285
7722,21.089,0.914,0.18
7723,0.011,4.767,0.815
7724,15.68,4.209,0.054
7725,17.685,0.533,0.111
7726,13.431,3.878,0.666
7727,26.432,4.63,0.809
7728,17.646,2.943,0.215
7729,5.389,2.568,0.35
7730,4.277,4.282,0.858
7731,15.786,1.274,0.24
7732,11.128,2.615,0.619
7733,11.42,2.343,0.448
7734,21.833,3.052,0.368
7735,19.333,1.242,0.665
7736,26.392,2.137,0.188
7737,11.883,3.397,0.485
7738,1.329,3.075,0.381
7739,1.476,2.208,0.341
7740,7.039,3.524,0.498
7741,9.275,3.585,0.402
7742,23.545,1.772,0.661
7743,17.261,2.055,0.414
7744,17.095,2.751,0.781
7745,16.078,3.88,0.521
7746,7.883,0.938,0.069
7747,15.618,2.599,0.192
7748,9.901,2.304,0.086
7749,7.499,2.508,0.566
7750,11.433,1.894,0.754
7751,0.706,4.264,0.677
7752,16.862,3.018,0.366
7753,10.927,2.234,0.314
7754,1.973,3.136,0.127
7755,4.391,1.898,0.973
7756,26.699,3.729,0.959
7757,3.56,3.828,0.737
7758,10.965,3.806,0.474
7759,20.248,2.453,0.876
7760,11.525,2.772,0.609
7761,0.965,2.881,0.873
7762,19.303,4.156,0.476
7763,15.142,1.357,0.17
7764,1.568,3.264,0.596
7765,10.98,0.861,0.274
7766,22.919,3.51,0.393
7767,5.605,2.675,0.595
7768,29.578,0.83,0.609
7769,21.942,4.802,0.809
7770,2.725,1.392,0.383
7771,8.212,3.347,0.674
7772,25.15,4.249,0.277
7773,13.391,4.064,0.425
7774,24.369,3.173,0.938
7775,12.712,0.977,0.549
7776,7.3,4.537,0.293
7777,7.434,4.709,0.517
7778,7.703,0.615,0.82
7779,28.093,3.311,0.98
7780,24.252,2.747,0.802
7781,21.062,3.234,0.173
7782,20.879,0.598,0.055
7783,28.119,1.484,0.315
7784,11.848,3.848,0.565
7785,27.993,2.935,0.888
7786,18.155,2.507,0.507
7787,26.797,2.829,0.589
7788,18.883,0.759,0.242
7789,12.434,2.55,0.328
7790,4.172,2.71,0.657
7791,11.501,4.047,0.811
7792,1.769,1.116,0.321
7793,25.1,1.419,0.874
7794,19.011,0.754,0.402
7795,2.669,1.311,0.677
7796,7.246,4.462,0.771
7797,18.941,4.005,0.134
7798,25.815,1.082,0.235
7799,27.07,4.175,0.217
7800,28.383,1.999,0.629
7801,8.872,2.599,0.429
7802,11.515,1.177,0.852
7803,14.813,0.743,0.329
7804,11.792,3.075,0.032
7805,1.45,0.708,0.336
7806,9.241,3.919,0.141
7807,21.296,4.127,0.31
7808,11.224,3.656,0.287
7809,8.485,2.118,0.117
7810,20.812,2.49,0.733
7811,6.571,2.126,0.279
7812,27.262,3.747,0.77
7813,12.96,3.04,0.02
7814,29.234,1.842,0.461
7815,16.33,4.538,0.411
7816,28.836,2.462,0.459
7817,14.439,3.877,0.774
7818,29.952,4.548,0.767
7819,4.693,3.936,0.577
7820,26.44,3.765,0.721
7821,24.06,3.994,0.273
7822,5.139,0.664,0.056
7823,16.783,2.563,0.403
7824,5.26,2.59,0.177
7825,6.029,1.604,0.623
7826,9.116,2.684,0.556
7827,1.694,2.097,0.222
7828,1.493,4.218,0.789
7829,0.266,3.048,0.074
7830,28.05,1.532,0.781
7831,7.124,3.892,0.484
7832,23.146,1.667,0.94
7833,22.051,3.151,0.04
7834,22.005,0.576,0.784
7835,10.969,2.365,0.245
7836,4.135,1.687,0.619
7837,29.926,1.064,0.147
7838,21.929,4.327,0.715
7839,3.624,3.567,0.311
7840,2.968,2.795,0.851
7841,1.485,1.646,0.309
7842,11.612,1.065,0.718
7843,16.086,2.92,0.583
7844,25.074,4.866,0.654
7845,8.5,2.316,0.818
7846,7.369,0.608,0.422
7847,4.897,0.931,0.157
7848,12.941,4.811,0.495
7849,9.949,2.638,0.563
7850,17.981,2.938,0.417
7851,5.777,3.389,0.93
7852,6.777,1.4,0.57
7853,14.418,0.86,0.894
7854,20.287,2.729,0.882
7855,11.21,2.061,0.765
7856,28.435,1.072,0.004
7857,7.129,3.619,0.769
7858,27.979,3.696,0.107
7859,4.01,0.539,0.783
7860,13.72,4.657,0.634
7861,14.384,3.645,0.072
7862,6.987,4.099,0.721
7863,19.238,2.681,0.673
7864,25.263,2.546,0.226
7865,12.981,2.905,0.163
7866,4.919,0.732,0.933
7867,3.875,1.917,0.745
7868,19.768,4.166,0.85
7869,2.36,3.508,0.732
7870,21.298,4.091,0.465
7871,2.822,4.709,0.284
7872,9.213,3.725,0.27
7873,21.506,0.599,0.025
7874,16.283,1.367,0.449
7875,20.157,2.151,0.427
7876,7.803,3.836,0.455
7877,7.863,4.882,0.741
7878,9.381,2.195,0.293
7879,28.578,3.782,0.474
7880,29.709,4.965,0.559
7881,15.211,1.098,0.822
7882,15.513,2.72,0.418
7883,20.749,2.918,0.393
7884,13.67,4.762,0.81
7885,5.065,1.181,0.31
7886,17.768,2.588,0.045
7887,4.713,2.558,0.984
7888,11.202,0.694,0.958
7889,29.796,3.334,0.985
7890,27.356,1.556,0.847
7891,7.56,0.754,0.129
7892,6.088,1.089,0.776
7893,10.712,3.589,0.68
7894,6.96,1.439,0.794
7895,20.146,3.914,0.809
7896,9.026,4.467,0.296
7897,12.716,1.815,0.581
7898,11.568,2.374,0.39
7899,26.741,4.031,0.766
7900,9.044,4.269,0.264
7901,28.48,1.612,0.705
7902,2.585,0.794,0.834
7903,21.278,2.969,0.31
7904,5.672,1.592,0.888
7905,13.53,4.229,0.778
7906,11.486,3.989,0.892
7907,23.022,1.069,0.526
7908,20.678,0.596,0.159
7909,27.309,0.512,0.277
7910,21.754,2.586,0.051
7911,28.957,4.772,0.78
7912,24.853,3.969,0.199
7913,13.314,0.809,0.413
7914,9.881,1.131,0.679
7915,28.322,2.917,0.386
7916,6.044,4.22,0.082
7917,24.024,2.399,0.163
7918,25.809,3.252,0.092
7919,28.821,1.312,0.275
7920,3.306,1.593,0.856
7921,16.443,0.72,0.317
7922,18.316,1.368,0.364
7923,26.079,2.532,0.421
7924,27.405,3.343,0.848
7925,15.359,2.919,0.063
7926,10.795,1.537,0.325
7927,15.924,2.62,0.865
7928,15.556,2.163,0.855
7929,16.144,3.241,0.62
7930,11.701,4.918,0.869
7931,2.137,3.907,0.808
7932,0.663,0.717,0.046
7933,10.005,3.109,0.594
7934,11.068,4.102,0.562
7935,29.567,3.117,0.775
7936,26.129,1.783,0.339
7937,29.841,0.626,0.388
7938,25.65,2.417,0.483
7939,14.099,3.443,0.859
7940,23.886,1.148,0.193
7941,22.592,1.906,0.003
7942,10.791,3.708,0.539
7943,20.927,3.988,0.25
7944,23.424,2.835,0.274
7945,17.817,4.51,0.074
7946,12.866,3.03,0.312
7947,22.531,1.643,0.724
7948,5.631,3.172,0.262
7949,17.285,4.273,0.539
7950,8.757,3.758,0.127
7951,18.153,4.016,0.717
7952,4.817,2.285,0.925
7953,13.549,1.144,0.034
7954,24.568,1.049,0.085
7955,16.552,0.504,0.658
7956,0.101,2.711,0.367
7957,13.916,2.564,0.043
7958,26.111,1.694,0.945
7959,15.711,2.139,0.326
7960,6.803,2.27,0.534
7961,8.714,3.036,0.346
7962,21.782,2.996,0.118
7963,5.786,0.543,0.332
7964,10.552,1.774,0.348
7965,24.329,1.531,0.767
7966,28.126,1.816,0.137
7967,0.574,2.78,0.514
7968,6.606,3.688,0.479
7969,12.191,0.63,0.941
7970,19.287,0.673,0.153
7971,20.231,2.939,0.528
7972,2.287,1.74,0.799
7973,26.234,2.706,0.201
7974,19.841,0.832,0.603
7975,20.22,3.621,0.069
7976,11.684,0.774,0.223
7977,1.05,3.37,0.634
7978,19.062,1.64,0.345
7979,22.729,0.991,0.199
7980,13.19,2.584,0.074
7981,27.595,4.17,0.784
7982,3.051,1.744,0.864
7983,2.817,3.512,0.634
7984,6.111,4.036,0.331
7985,5.127,3.803,0.827
7986,9.546,1.819,0.009
7987,11.786,0.88,0.154
7988,3.094,4.35,0.465
7989,20.074,2.221,0.948
7990,0.203,3.258,0.627
7991,23.85,2.632,0.356
7992,14.758,4.083,0.347
7993,21.168,4.137,0.904
7994,15.178,1.855,0.794
7995,9.066,0.529,0.995
7996,11.866,1.827,0.877
7997,13.537,2.459,0.475
7998,18.459,3.008,0.009
7999,11.566,0.535,0.735
8000,19.127,3.018,0.017
8001,15.329,0.736,0.353
8002,11.407,4.617,0.928
8003,4.934,3.662,0.559
8004,2.237,0.921,0.297
8005,17.94,4.182,0.085
8006,6.118,1.102,0.14
8007,21.232,4.873,0.928
8008,8.307,3.497,0.504
8009,3.06,4.124,0.658
8010,25.201,4.204,0.834
8011,17.406,1.708,0.89
8012,3.331,1.842,0.168
8013,24.734,0.796,0.726
8014,10.312,4.723,0.393
8015,11.256,1.02,0.278
8016,25.834,2.283,0.771
8017,29.249,0.88,0.521
8018,4.464,4.922,0.304
8019,10.356,1.786,0.582
8020,29.221,3.356,0.101
8021,8.729,2.359,0.979
8022,5.37,1.556,0.635
8023,25.651,2.028,0.216
8024,1.953,3.85,0.344
8025,10.236,0.576,0.79
8026,5.341,4.788,0.815
8027,10.087,4.274,0.689
8028,14.277,1.989,0.138
8029,24.617,3.956,0.32
8030,15.661,3.991,0.138
8031,4.848,2.796,0.43
8032,21.199,2.815,0.76
8033,15.631,2.569,0.408
8034,21.001,3.029,0.031
8035,14.815,1.832,0.042
8036,2.385,3.359,0.319
8037,4.814,3.45,0.598
8038,17.496,3.391,0.617
8039,22.02,3.13,0.463
8040,18.789,4.973,0.849
8041,2.509,3.0,0.674
8042,23.184,3.932,0.798
8043,9.269,4.718,0.741
8044,5.491,2.229,0.936
8045,4.146,4.529,0.502
8046,27.039,1.405,0.169
8047,22.801,1.339,0.963
8048,12.924,3.284,0.99
8049,14.992,4.961,0.435
8050,5.218,1.398,0.653
8051,23.266,3.248,0.171
8052,25.86,2.318,0.555
8053,7.654,4.981,0.753
8054,11.328,0.781,0.863
8055,16.137,3.752,0.37
8056,24.56,1.634,0.584
8057,21.213,1.95,0.34
8058,1.471,2.009,0.64
8059,23.065,2.862,0.373
8060,24.479,3.763,0.119
8061,29.139,2.051,0.064
8062,11.135,3.202,0.725
8063,5.846,3.063,0.123
8064,6.531,2.172,0.1
8065,17.673,2.017,0.247
8066,23.938,4.943,0.828
8067,28.859,2.629,0.175
8068,27.861,1.702,0.247
8069,27.794,4.094,0.077
8070,16.671,4.09,0.434
8071,6.439,3.251,0.777
8072,28.326,2.701,0.753
8073,19.86,0.957,0.626
8074,2.557,0.695,0.796
8075,28.303,3.845,0.249
8076,14.838,3.568,0.187
8077,9.999,1.72,0.726
8078,15.6,4.94,0.955
8079,26.965,4.211,0.598
8080,21.496,3.521,0.724
8081,22.165,3.307,0.937
8082,16.93,0.945,0.355
8083,19.87,4.799,0.29
8084,6.309,4.427,0.885
8085,28.388,1.816,0.558
8086,3.212,1.659,0.593
8087,21.035,1.535,0.213
8088,15.334,2.88,0.05
8089,2.251,3.907,0.269
8090,13.266,3.277,0.854
8091,10.095,3.863,0.47
8092,11.304,2.335,0.059
8093,6.467,2.34,0.021
8094,13.631,2.325,0.845
8095,4.176,4.587,0.42
8096,29.42,4.55,0.014
8097,1.065,2.403,0.227
8098,10.502,1.589,0.495
8099,7.851,4.317,0.246
8100,21.362,0.765,0.793
8101,3.577,2.633,0.265
8102,10.168,1.881,0.289
8103,24.505,2.978,0.425
8104,20.321,2.955,0.312
8105,14.729,3.589,0.125
8106,1.292,2.303,0.971
8107,28.723,3.185,0.87
8108,29.487,4.929,0.868
8109,11.276,3.145,0.499
8110,25.688,3.314,0.979
8111,10.739,3.824,0.956
8112,12.193,4.654,0.005
8113,28.424,1.788,0.367
8114,4.231,1.217,0.692
8115,12.368,4.662,0.342
8116,14.779,3.261,0.588
8117,14.686,1.938,0.419
8118,19.956,4.38,0.407
8119,17.377,4.839,0.591
8120,9.815,3.579,0.3
8121,26.465,0.711,0.157
8122,17.681,0.94,0.986
8123,12.017,4.663,0.039
8124,20.837,3.398,0.066
8125,24.994,4.559,0.154
8126,5.171,0.716,0.486
8127,1.109,3.162,0.144
8128,23.441,4.761,0.947
8129,17.398,3.785,0.194
8130,23.143,0.748,0.375
8131,24.444,4.328,0.41
8132,28.525,2.219,0.635
8133,19.573,4.652,0.511
8134,15.254,2.618,0.569
8135,16.482,2.418,0.869
8136,4.784,0.989,0.927
8137,4.634,2.828,0.409
8138,16.514,4.999,0.766
8139,24.622,0.547,0.947
8140,22.657,2.071,0.323
8141,7.244,1.166,0.494
8142,6.622,1.101,0.505
8143,28.232,4.994,0.535
8144,2.313,1.27,0.953
8145,26.357,2.152,0.688
8146,18.723,1.798,0.856
8147,22.908,4.89,0.035
8148,17.58,3.553,0.561
8149,14.653,2.073,0.405
8150,10.694,0.66,0.817
8151,19.896,2.984,0.106
8152,13.52,3.602,0.398
8153,27.008,3.072,0.501
8154,9.099,2.586,0.903
8155,10.537,1.785,0.221
8156,20.672,4.275,0.116
8157,10.765,3.285,0.381
8158,13.14,4.178,0.976
8159,20.069,3.006,0.812
8160,6.702,3.045,0.663
8161,1.344,1.89,0.972
8162,13.791,2.267,0.124
8163,17.464,1.742,0.447
8164,24.414,3.843,0.177
8165,1.228,2.081,0.884
8166,0.217,2.236,0.277
8167,19.137,4.835,0.586
8168,5.486,4.997,0.015
8169,19.965,2.92,0.22
8170,27.101,1.739,0.497
8171,18.21,4.001,0.496
8172,10.188,0.959,0.802
8173,5.011,1.727,0.272
8174,25.545,4.401,0.96
8175,9.435,2.605,0.258
8176,3.549,2.564,0.574
8177,14.189,2.897,0.261
8178,13.078,2.091,0.172
8179,22.159,2.695,0.248
8180,6.942,3.026,0.196
8181,12.406,3.762,0.151
8182,1.344,3.283,0.985
8183,29.874,3.393,0.862
8184,19.122,3.79,0.155
8185,3.106,3.4,0.374
8186,25.905,4.942,0.005
8187,18.373,0.946,0.15
8188,13.342,1.181,0.076
8189,22.528,4.074,0.012
8190,9.396,4.701,0.684
8191,19.093,1.693,0.916
8192,1.655,4.069,0.341
8193,19.791,1.945,0.413
8194,14.392,2.424,0.09
8195,26.802,2.829,0.227
8196,24.951,2.124,0.579
8197,9.515,3.081,0.72
8198,21.58,0.601,0.121
8199,29.936,3.542,0.67
8200,28.371,1.09,0.592
8201,11.395,4.292,0.756
8202,11.162,2.504,0.713
8203,5.949,3.257,0.433
8204,5.136,4.444,0.25
8205,17.397,1.126,0.686
8206,2.866,2.769,0.603
8207,19.705,2.469,0.578
8208,4.508,3.367,0.689
8209,21.155,2.944,0.375
8210,4.375,3.396,0.054
8211,24.719,4.601,0.385
8212,28.083,2.576,0.024
8213,11.214,3.941,0.996
8214,2.302,4.597,0.184
8215,17.531,3.93,0.436
8216,25.336,3.228,0.898
8217,7.342,4.641,0.512
8218,22.303,3.869,0.355
8219,11.26,0.623,0.982
8220,8.018,4.087,0.244
8221,12.861,4.765,0.871
8222,26.103,4.662,0.334
8223,11.061,1.367,0.51
8224,3.858,2.983,0.019
8225,19.143,2.247,0.394
8226,20.255,4.921,0.412
8227,8.476,3.285,0.022
8228,22.743,1.442,0.368
8229,21.236,2.267,0.692
8230,4.262,3.226,0.97
8231,14.681,1.959,0.957
8232,8.377,2.499,0.985
8233,12.117,0.947,0.157
8234,9.186,1.575,0.645
8235,24.858,1.594,0.656
8236,28.41,3.326,0.435
8237,19.198,3.277,0.971
8238,28.873,3.825,0.049
8239,5.717,4.285,0.745
8240,6.17,0.887,0.167
8241,25.484,4.557,0.533
8242,26.917,0.541,0.161
8243,15.376,3.952,0.681
8244,25.684,2.668,0.239
8245,19.726,2.188,0.183
8246,26.957,2.651,0.067
8247,18.001,2.753,0.266
8248,14.652,2.6,0.456
8249,25.186,3.598,0.021
8250,23.285,3.738,0.83
8251,22.928,3.21,0.551
8252,3.918,4.1,0.963
8253,22.049,1.145,0.72
8254,11.412,2.924,0.366
8255,6.848,2.999,0.527
8256,25.987,2.546,0.45
8257,18.471,4.298,0.975
8258,17.564,4.223,0.577
8259,14.362,0.914,0.989
8260,5.689,3.551,0.365
8261,1.026,2.83,0.241
8262,1.663,3.993,0.309
8263,12.089,2.757,0.296
8264,2.544,4.733,0.494
8265,4.349,1.969,0.581
8266,14.973,0.718,0.589
8267,3.823,4.182,0.505
8268,3.325,4.563,0.442
8269,10.85,2.327,0.667
8270,17.085,1.577,0.597
8271,25.298,3.969,0.212
8272,28.447,0.812,0.208
8273,13.493,1.967,0.751
8274,1.348,1.596,0.89
8275,7.826,2.632,0.032
8276,11.27,1.546,0.628
8277,19.545,2.87,0.866
8278,28.755,4.407,0.629
8279,9.791,2.864,0.945
8280,12.263,1.749,0.255
8281,21.984,3.964,0.232
8282,11.518,3.585,0.167
8283,12.316,3.003,0.638
8284,22.146,0.824,0.386
8285,6.126,3.04,0.016
8286,28.386,0.901,0.362
8287,8.85,1.128,0.612
8288,28.65,3.816,0.603
8289,22.108,4.412,0.105
8290,14.38,1.049,0.24
8291,22.916,4.342,0.604
8292,21.39,4.212,0.502
8293,23.401,2.484,0.362
8294,23.471,2.604,0.701
8295,28.713,2.62,0.81
8296,27.938,3.739,0.665
8297,19.685,4.788,0.199
8298,7.392,2.178,0.286
8299,13.682,1.434,0.499
8300,14.241,0.543,0.306
8301,15.338,2.959,0.454
8302,7.014,3.874,0.901
8303,12.337,4.751,0.871
8304,22.071,4.63,0.143
8305,1.48,4.082,0.127
8306,12.839,3.462,0.666
8307,5.07,1.699,0.831
8308,25.597,4.753,0.172
8309,25.893,1.689,0.248
8310,4.303,4.699,0.271
8311,29.103,1.033,0.649
8312,8.436,2.526,0.78
8313,26.638,2.45,0.091
8314,11.193,0.847,0.156
8315,18.626,2.232,0.13
8316,19.02,2.538,0.178
8317,3.114,4.493,0.034
8318,17.914,4.444,0.998
8319,9.052,0.702,0.651
8320,28.395,1.576,0.9
8321,23.301,4.807,0.06
8322,7.183,1.636,0.77
8323,15.523,3.296,0.708
8324,25.581,4.802,0.031
8325,2.633,0.826,0.295
8326,16.45,1.406,0.012
8327,12.339,4.058,0.647
8328,9.937,0.671,0.699
8329,10.224,3.409,0.209
8330,13.934,2.623,0.825
8331,9.125,1.582,0.194
8332,24.103,2.715,0.093
8333,27.271,2.305,0.709
8334,5.035,2.257,0.37
8335,3.533,4.654,0.644
8336,10.149,3.36,0.05
8337,0.135,2.333,0.087
8338,17.917,1.081,0.181
8339,6.418,3.439,0.295
8340,29.35,3.321,0.871
8341,9.145,3.09,0.741
8342,28.904,4.258,0.696
8343,6.667,4.107,0.803
8344,5.925,4.242,0.572
8345,14.151,4.828,0.642
8346,11.47,2.047,0.463
8347,3.902,0.892,0.449
8348,5.421,1.794,0.272
8349,16.623,3.034,0.469
8350,21.3,3.315,0.004
8351,21.047,3.535,0.353
8352,20.911,1.366,0.896
8353,24.653,4.36,0.905
8354,2.948,4.736,0.766
8355,13.266,1.047,0.359
8356,15.102,2.276,0.927
8357,9.151,2.072,0.621
8358,4.756,2.719,0.714
8359,14.521,1.963,0.987
8360,11.635,2.171,0.857
8361,21.807,3.767,0.935
8362,1.332,4.0,0.377
8363,19.441,4.509,0.061
8364,29.37,3.776,0.004
8365,12.777,2.385,0.418
8366,29.532,4.895,0.884
8367,5.199,3.846,0.571
8368,18.341,1.626,0.416
8369,2.075,4.753,0.709
8370,24.319,0.594,0.757
8371,20.13,2.129,0.91
8372,8.163,2.293,0.591
8373,27.932,1.611,0.024
8374,20.68,2.062,0.056
8375,2.65,1.244,0.801
8376,16.089,4.357,0.596
8377,15.845,4.576,0.259
8378,23.077,4.817,0.873
8379,27.774,2.523,0.871
8380,3.609,2.501,0.593
8381,21.856,4.714,0.062
8382,26.968,1.41,0.238
8383,17.368,3.916,0.212
8384,8.186,2.915,0.093
8385,15.184,3.443,0.784
8386,11.281,4.896,0.428
8387,24.229,1.096,0.302
8388,13.7,2.854,0.041
8389,11.24,1.012,0.017
8390,17.862,0.649,0.532
8391,8.276,1.506,0.32
8392,16.471,2.799,0.94
8393,13.77,4.495,0.508
8394,19.53,1.391,0.178
8395,8.551,1.26,0.349
8396,24.318,2.948,0.065
8397,2.133,4.68,0.356
8398,3.566,1.179,0.535
8399,27.112,3.682,0.705
8400,17.913,1.68,0.778
8401,25.719,3.571,0.457
8402,3.068,4.178,0.189
8403,3.865,3.896,0.377
8404,25.317,4.751,0.223
8405,20.234,4.06,0.444
8406,11.232,1.687,0.11
8407,25.327,1.478,0.408
8408,24.682,2.204,0.381
8409,18.028,4.603,0.3
8410,1.151,3.239,0.576
8411,10.411,4.441,0.414
8412,26.365,4.201,0.002
8413,8.798,3.858,0.486
8414,2.02,0.715,0.058
8415,12.447,3.716,0.168
8416,21.565,3.86,0.495
8417,14.703,1.554,0.785
8418,7.652,4.736,0.75
8419,8.248,0.528,0.942
8420,2.807,4.083,0.138
8421,29.466,2.185,0.889
8422,23.088,3.292,0.626
8423,25.354,1.324,0.198
8424,22.454,4.593,0.672
8425,19.185,4.05,0.521
8426,10.083,4.624,0.749
8427,24.275,4.098,0.359
8428,6.745,4.509,0.981
8429,29.974,1.603,0.088
8430,27.964,2.461,0.379
8431,15.835,3.787,0.008
8432,21.029,2.824,0.153
8433,8.22,2.307,0.772
8434,18.291,2.959,0.948
8435,27.909,2.73,0.689
8436,1.452,2.003,0.586
8437,10.783,1.121,0.254
8438,17.953,0.816,0.63
8439,4.498,1.412,0.756
8440,27.526,0.575,0.927
8441,3.574,2.622,0.025
8442,19.114,3.12,0.415
8443,17.443,1.441,0.368
8444,7.535,4.86,0.488
8445,4.213,1.861,0.108
8446,2.191,0.8,0.034
8447,26.598,0.515,0.954
8448,11.034,3.969,0.067
8449,1.044,4.404,0.541
8450,21.305,0.953,0.426
8451,17.274,4.828,0.327
8452,12.834,2.912,0.781
8453,13.999,0.787,0.187
8454,8.833,3.646,0.149
8455,16.463,2.329,0.75
8456,15.37,2.764,0.156
8457,22.29,3.317,0.457
8458,18.845,4.496,0.474
8459,7.711,0.874,0.387
8460,15.931,3.764,0.997
8461,24.816,4.061,0.75
8462,25.035,2.892,0.932
8463,19.668,4.296,0.74
8464,18.162,2.749,0.601
8465,18.115,2.946,0.941
8466,25.291,0.847,0.541
8467,2.74,2.698,0.259
8468,19.991,1.241,0.186
8469,15.682,3.019,0.996
8470,28.828,1.086,0.281
8471,9.976,3.69,0.14
8472,22.586,1.847,0.162
8473,17.807,1.768,0.081
8474,15.793,0.759,0.419
8475,24.603,1.319,0.791
8476,24.309,4.27,0.941
8477,22.512,2.065,0.326
8478,23.556,2.569,0.479
8479,0.912,1.639,0.197
8480,1.206,4.049,0.629
8481,19.571,4.175,0.976
8482,24.457,3.686,0.024
8483,0.498,2.0,0.403
8484,7.638,1.264,0.813
8485,12.97,4.463,0.559
8486,26.176,2.767,0.719
8487,6.257,1.804,0.628
8488,20.887,3.232,0.886
8489,9.945,1.377,0.854
8490,2.401,4.02,0.67
8491,4.721,4.656,0.006
8492,27.306,4.564,0.659
8493,1.955,4.409,0.848
8494,16.879,2.499,0.259
8495,16.192,3.054,0.595
8496,11.091,3.432,0.996
8497,19.603,0.969,0.441
8498,1.184,1.322,0.913
8499,15.25,3.802,0.158
8500,9.21,4.098,0.68
8501,7.466,4.819,0.262
8502,26.433,1.512,0.041
8503,10.826,3.84,0.507
8504,18.337,3.941,0.642
8505,21.77,1.625,0.9
8506,0.172,4.909,0.188
8507,18.109,1.037,0.559
8508,3.501,1.686,0.468
8509,27.061,2.308,0.705
8510,7.2,1.288,0.212
8511,9.293,2.366,0.961
8512,12.747,2.304,0.504
8513,7.097,1.284,0.419
8514,24.111,4.288,0.101
8515,0.52,1.17,0.33
8516,0.492,4.473,0.289
8517,29.642,4.207,0.504
8518,18.052,3.795,0.667
8519,16.208,3.171,0.254
8520,10.251,2.398,0.971
8521,2.189,3.586,0.855
8522,14.245,2.884,0.64
8523,14.41,3.607,0.636
8524,4.002,3.475,0.849
8525,3.217,3.793,0.287
8526,23.779,2.774,0.901
8527,23.12,3.783,0.174
8528,19.465,0.974,0.675
8529,28.145,2.832,0.094
8530,27.588,2.506,0.867
8531,11.29,3.98,0.263
8532,22.442,2.253,0.923
8533,11.079,3.32,0.908
8534,20.938,3.155,0.111
8535,28.836,4.69,0.585
8536,29.031,2.066,0.761
8537,6.264,3.466,0.093
8538,0.238,4.218,0.033
8539,1.285,4.933,0.456
8540,25.919,1.723,0.708
8541,6.947,1.776,0.503
8542,2.693,4.148,0.203
8543,12.576,2.237,0.674
8544,15.923,2.544,0.819
8545,23.889,1.581,0.553
8546,9.014,2.595,0.249
8547,14.435,1.19,0.625
8548,29.338,1.32,0.356
8549,6.524,2.076,0.648
8550,23.931,3.036,0.268
8551,24.475,1.947,0.154
8552,23.415,2.784,0.071
8553,3.063,3.564,0.584
8554,16.612,0.755,0.629
8555,0.821,3.976,0.393
8556,26.018,4.171,0.064
8557,6.897,2.113,0.716
8558,0.175,3.69,0.095
8559,20.536,0.901,0.854
8560,29.105,3.349,0.844
8561,1.43,3.617,0.691
8562,20.407,4.934,0.823
8563,17.065,3.878,0.257
8564,15.969,1.672,0.806
8565,17.459,0.554,0.942
8566,27.444,3.382,0.847
8567,9.875,1.461,0.872
8568,12.275,1.171,0.949
8569,28.326,2.532,0.18
8570,8.931,1.393,0.921
8571,13.882,0.73,0.03
8572,16.446,2.358,0.231
8573,22.655,0.925,0.007
8574,27.115,2.737,0.464
8575,6.517,3.851,0.821
8576,27.254,2.382,0.904
8577,1.301,1.237,0.305
8578,1.275,1.05,0.427
8579,15.123,4.482,0.935
8580,23.234,1.528,0.97
8581,19.715,1.712,0.77
8582,12.945,4.932,0.174
8583,2.363,2.649,0.272
8584,1.729,4.715,0.944
8585,29.386,1.9,0.318
8586,10.567,0.715,0.243
8587,3.779,1.285,0.981
8588,8.633,2.291,0.589
8589,19.402,1.57,0.48
8590,2.802,4.576,0.318
8591,28.594,3.668,0.589
8592,8.675,2.752,0.568
8593,6.741,3.887,0.915
8594,19.171,0.502,0.642
8595,29.284,4.925,0.351
8596,3.001,3.931,0.747
